MSDU1510307,20,GP,AV,28260,2220,07/19,MERATUS GORONTALO-S136,MSC,2021-09-21 10:17:20,MSC,,A,PNJMTY275136
MEDU6239119,20,GP,AV,28200,2280,12/10,MERATUS GORONTALO-S136,MSC,2021-09-21 10:17:39,MSC,,B,PNJMTY275136
TGCU2038724,20,GP,AV,28295,2185,03/16,MERATUS GORONTALO-S136,MSC,2021-09-21 10:19:56,MSC,,A,PNJMTY275136
TCKU1284366,20,GP,AV,28300,2180,10/17,MERATUS GORONTALO-S136,MSC,2021-09-21 10:20:13,MSC,,A,PNJMTY275136
MEDU2118335,20,GP,AV,28200,2280,04/07,MERATUS GORONTALO-S136,MSC,2021-09-21 10:20:52,MSC,,D,PNJMTY275136
TEMU2190311,20,GP,AV,28380,2100,04/10,MERATUS GORONTALO-S136,MSC,2021-09-21 10:21:50,MSC,,B,PNJMTY275136
MAGU2377718,20,GP,AV,28270,2210,04/14,MERATUS GORONTALO-S136,MSC,2021-09-21 10:22:13,MSC,,B,PNJMTY275136
MEDU2139235,20,GP,AV,28200,2280,04/07,MERATUS GORONTALO-S136,MSC,2021-09-21 10:29:46,MSC,,C,PNJMTY275136
MEDU3471115,20,GP,AV,28200,2280,05/08,MERATUS GORONTALO-S136,MSC,2021-09-21 10:30:18,MSC,,C,PNJMTY275136
FCIU4235997,20,GP,AV,28300,2180,04/10,MERATUS GORONTALO-S136,MSC,2021-09-21 10:30:38,MSC,,B,PNJMTY275136
FCIU4671096,20,GP,AV,28300,2180,04/12,MERATUS GORONTALO-S136,MSC,2021-09-21 10:31:14,MSC,,B,PNJMTY275136
BMOU1616482,20,GP,AV,28380,2100,07/20,MERATUS GORONTALO-S136,MSC,2021-09-21 10:42:08,MSC,,A,PNJMTY275136
TCLU2752833,20,GP,AV,28250,2230,08/10,MERATUS GORONTALO-S136,MSC,2021-09-21 10:43:05,MSC,,B,PNJMTY275136
FBIU0509568,20,GP,AV,28380,2100,08/18,MERATUS GORONTALO-S136,MSC,2021-09-21 10:43:20,MSC,,A,PNJMTY275136
FSCU3232570,20,GP,AV,28300,2180,01/99,MERATUS GORONTALO-S136,MSC,2021-09-21 10:43:42,MSC,,E,PNJMTY275136
MEDU1462433,20,GP,AV,28200,2280,12/06,MERATUS GORONTALO-S136,MSC,2021-09-21 10:44:28,MSC,,C,PNJMTY275136
MEDU5700268,20,GP,AV,28260,2220,12/17,MERATUS GORONTALO-S136,MSC,2021-09-21 13:23:14,MSC,,B,PNJMTY275136
LLTU2064928,20,GP,AV,28280,2200,06/08,MERATUS GORONTALO-S136,MSC,2021-09-21 13:23:27,MSC,,C,PNJMTY275136
GESU1437983,20,GP,AV,28305,2175,04/11,MERATUS GORONTALO-S136,MSC,2021-09-21 13:23:50,MSC,,C,PNJMTY275136
TRLU3923020,20,GP,AV,28260,2220,04/05,MERATUS GORONTALO-S136,MSC,2021-09-21 13:24:11,MSC,,C,PNJMTY275136
MEDU6319615,20,GP,AV,28200,2280,03/11,MERATUS GORONTALO-S136,MSC,2021-09-21 13:24:32,MSC,,C,PNJMTY275136
MSDU1440128,20,GP,AV,28260,2220,07/19,MERATUS GORONTALO-S136,MSC,2021-09-21 13:24:47,MSC,,C,PNJMTY275136
MSDU1737292,20,GP,AV,28260,2220,02/21,MERATUS GORONTALO-S136,MSC,2021-09-21 13:25:10,MSC,,A,PNJMTY275136
